E_i,S_i
8409,1165
2851,1164
2603,1163
15806,1162
4749,1159
9664,1154
11583,1141
14117,1140
8512,1139
16006,1138
15423,1134
17260,1132
9842,1131
2862,1130
7988,1129
349,1128
5800,1126
9963,1125
14953,1124
13054,1121
17063,1120
15759,1114
7980,1107
1366,1104
16248,1102
11118,1100
3820,1099
18148,1098
16988,1096
5606,1089
10027,1087
1876,1085
7703,1084
13319,1081
19893,1077
2455,1076
11688,1071
10886,1069
9919,1067
1035,1066
17036,1064
19704,1063
15207,1061
14087,1057
9946,1055
12113,1054
11515,1050
3989,1048
2616,1047
19840,1045
4612,1044
8209,1040
6692,1038
15396,1037
2507,1036
4360,1035
12085,1034
307,1031
18919,1029
12113,1027
11651,1024
5290,1023
19852,1020
19005,1016
16384,1011
17954,1008
10715,1006
15199,1005
582,1003
7129,1001
9939,1000
15114,997
881,993
214,992
3808,989
10512,987
12541,986
4369,985
14678,984
12826,981
5944,980
8867,979
8538,976
12545,973
12470,969
4353,968
11264,967
1433,966
5244,965
11073,964
7559,962
17601,959
6549,955
14881,954
14518,950
6947,948
5672,947
15364,946
2715,945
11459,944
10725,943
12339,940
6918,939
10011,936
10616,935
4941,934
4944,933
19563,932
10366,931
4019,930
17828,927
19129,924
3575,923
822,922
2545,918
15956,917
5546,914
3618,913
15555,911
4355,910
7847,908
4469,905
9959,904
823,899
18921,898
13347,897
8801,895
12289,891
1675,890
3520,889
18854,887
18794,884
3203,882
11089,881
10665,880
14478,878
13053,873
17508,871
2260,869
1839,867
14435,866
4141,865
9371,863
15088,862
6503,861
12991,860
14817,859
7192,855
11306,854
5987,852
12228,842
2523,841
13287,840
2142,839
16911,838
4834,835
2150,834
14942,833
14327,832
15020,830
15671,827
843,824
8731,823
18503,819
2452,818
13516,816
16969,815
11489,812
9587,811
2264,810
19674,808
13769,804
10156,803
17148,802
3007,799
6746,798
5785,796
3006,795
6370,794
2624,793
10784,791
3226,788
6967,782
19552,779
7964,778
16826,775
330,773
8731,772
2019,770
8805,769
7,768
15848,766
4698,765
8210,764
13523,762
12952,761
10210,759
12406,756
17322,755
3588,750
15921,749
6273,747
6490,743
12917,742
14550,739
9624,738
324,737
17017,736
13363,735
8566,733
11904,730
17319,729
11564,728
5005,727
10255,726
7274,724
17258,723
3527,722
5094,718
15903,715
17224,713
9615,712
1190,710
17680,709
5873,708
8556,707
2538,702
19343,700
7207,699
15545,698
18839,697
6155,693
2447,691
3683,690
16918,689
6241,688
6869,686
16244,682
10720,681
18038,679
6183,678
19655,676
13146,675
17790,674
19770,672
17077,671
8356,665
7100,664
8294,663
1940,661
3184,660
17328,658
12254,657
1645,652
6450,651
18776,650
9204,646
19708,643
8369,639
7376,638
11151,637
18039,635
16970,634
19839,632
6064,631
4275,630
13881,629
12725,627
19137,624
19410,623
18504,622
2162,621
15156,618
19905,615
1456,614
4162,613
5358,611
9189,610
16463,609
19873,607
2073,605
10668,604
17661,599
19281,596
11352,590
15457,588
2601,587
4861,586
2469,585
16670,574
6802,572
17165,570
19498,569
9320,567
17446,566
3302,565
13140,564
11569,562
17561,560
2021,558
4528,557
17219,556
3227,549
8344,548
17416,546
8065,545
6465,544
15655,541
12047,539
19506,533
237,531
15216,529
17056,528
8681,527
4411,523
11334,522
1100,521
15861,516
9089,515
11571,514
355,513
15255,512
19381,508
6687,506
15063,505
14525,504
13785,503
16379,502
16610,499
19057,496
10859,494
3701,492
6754,489
6859,487
10428,480
599,478
15464,476
19277,473
8521,468
9940,466
13605,465
6508,464
474,463
18218,460
16893,459
1710,458
14940,454
16892,453
11703,450
19709,449
16349,448
14105,444
6919,443
8122,441
13772,440
509,439
12436,435
7213,433
3219,431
11804,430
9345,429
7470,428
9671,427
12461,425
14259,424
13694,423
13155,422
12211,421
10071,411
18406,410
4832,409
17240,405
19695,403
9775,401
11918,399
4248,396
11756,395
2240,394
12998,393
16082,392
11666,391
19078,390
2196,389
5680,387
8220,386
17929,385
9042,384
4379,382
18346,379
14912,378
13358,377
6584,375
11323,374
10685,372
780,370
2089,369
7797,365
19793,361
4379,360
6314,355
1588,354
17063,352
6899,351
10279,348
169,347
4953,345
11443,344
9348,343
3305,337
13338,336
2213,335
5459,334
7215,331
1167,329
11611,324
8635,323
3489,321
9990,318
19547,317
12751,316
5986,315
14878,312
6734,310
3238,309
11133,308
19909,307
5103,306
7022,305
6722,304
17687,299
19262,298
1511,297
12759,293
5901,292
10185,288
12538,287
16945,286
7520,285
9812,284
4244,283
18235,282
15219,281
6158,275
3673,274
16881,272
3465,271
4894,270
18922,269
10007,266
6295,265
10343,263
2867,261
18817,260
3573,258
6506,257
3462,255
13837,254
14736,251
6102,250
7588,248
11243,247
18694,242
1235,241
11778,240
18124,236
13507,234
3689,233
16533,232
17200,231
7614,230
5962,229
12674,228
2617,227
13470,226
13223,224
1728,222
143,218
12966,217
14630,215
452,214
14741,212
5732,211
115,208
10383,207
16665,206
2671,205
655,203
11894,202
18633,200
11942,198
14883,197
6782,196
17917,195
971,194
11355,191
9793,190
9582,189
2286,188
11447,186
18585,185
14682,184
10387,183
17716,182
2798,175
8280,174
456,171
19417,168
7399,166
18640,165
19543,164
15437,163
3677,160
13299,159
19939,158
17936,157
16707,156
5527,154
6480,153
18178,149
17609,148
10603,146
5331,143
6406,137
16080,133
18344,132
16415,131
17052,127
14671,125
14705,124
1176,123
10026,122
2511,121
18446,120
17705,119
9966,117
958,114
12473,113
4966,110
2633,109
14915,107
17020,105
10298,102
7438,100
11966,99
18143,98
5424,95
15432,93
19243,91
11368,90
10592,86
16238,85
16209,83
9298,81
14301,78
18489,76
14652,74
14549,73
14150,71
3449,70
10868,66
15857,65
13351,64
18138,61
16615,60
9199,58
9769,56
17928,55
6668,54
11061,51
6213,50
12812,47
15233,43
11394,42
14992,40
13825,38
15693,36
8217,34
19925,32
14390,31
12405,30
2940,29
19818,28
19592,27
11443,25
11488,22
15416,20
7359,14
458,13
16667,12
4964,11
3934,10
16847,8
11983,6
18046,1
